interaction_id,ticket_id,order_id,interaction_date,customer_id,customer_name,customer_type,channel,region,state,city,pin_code,restaurant_name,cuisine_type,order_value,discount_amount,net_value,feedback_language,feedback_text,social_post_text,complaint_flag,complaint_category_manual,sentiment_manual,resolution_status,call_audio_stage_path,invoice_pdf_stage_path
8748,TKT-20248748,ORD-2024108748,2024-03-02,272340,Customer_272340,DELIVERY_PARTNER,TWITTER,West,Gujarat,Ahmedabad,853349,Tandoori Flames,Mughlai,731.95,146.39,585.56,hi,"Loved the taste and packaging, will definitely reorder.","Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108748.pdf
8749,TKT-20248749,ORD-2024108749,2024-07-19,363009,Customer_363009,DELIVERY_PARTNER,TWITTER,South,Karnataka,Bengaluru,493627,Tandoori Flames,Mughlai,231.69,23.17,208.52,te,"Received wrong items in the order, very disappointed.","Refund still pending after cancellation, please check!",0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108749.pdf
8750,TKT-20248750,ORD-2024108750,2024-09-14,651500,Customer_651500,CONSUMER,TWITTER,North,Uttar Pradesh,Lucknow,884067,Tandoori Flames,Mughlai,167.18,25.08,142.1,ta,Felt the restaurant hygiene was not up to the mark. Packaging and restaurant cleanliness were questioned.,"Refund still pending after cancellation, please check!",1,Hygiene Issue,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108750.pdf
8751,TKT-20248751,ORD-2024108751,2024-09-04,296875,Customer_296875,DELIVERY_PARTNER,CALL_CENTER,East,West Bengal,Kolkata,519672,Healthy Greens,Salads,130.87,0.0,130.87,ta,Seamless app experience and quick delivery.,,0,General Feedback,Positive,OPEN,@swiggy_media_stage/calls/call_8751.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108751.pdf
8752,TKT-20248752,ORD-2024108752,2024-07-22,945353,Customer_945353,DELIVERY_PARTNER,CALL_CENTER,South,Tamil Nadu,Chennai,774385,Pizza Palace,Pizza,225.92,11.3,214.62,te,Delivery partner was rude and did not follow instructions. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Negative,OPEN,@swiggy_media_stage/calls/call_8752.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108752.pdf
8753,TKT-20248753,ORD-2024108753,2024-10-18,703528,Customer_703528,CONSUMER,CALL_CENTER,North,Uttar Pradesh,Lucknow,258725,Truffles,Burgers,524.75,104.95,419.8,hi,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_8753.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108753.pdf
8754,TKT-20248754,ORD-2024108754,2024-12-05,632504,Customer_632504,DELIVERY_PARTNER,EMAIL,West,Maharashtra,Mumbai,202043,Tandoori Flames,Mughlai,218.28,0.0,218.28,bn,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108754.pdf
8755,TKT-20248755,ORD-2024108755,2024-01-23,804600,Customer_804600,DELIVERY_PARTNER,CALL_CENTER,South,Telangana,Hyderabad,182356,China Bowl,Chinese,172.17,0.0,172.17,ta,Delivery partner was rude and did not follow instructions. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Negative,ESCALATED,@swiggy_media_stage/calls/call_8755.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108755.pdf
8756,TKT-20248756,ORD-2024108756,2024-05-20,340353,Customer_340353,RESTAURANT,TWITTER,West,Gujarat,Ahmedabad,672425,Empire Restaurant,North Indian,574.76,57.48,517.28,ta,Restaurant requested more clarity on offer terms.,"Thinking of ordering pizza or biryani tonight, any suggestions?",0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108756.pdf
8757,TKT-20248757,ORD-2024108757,2024-05-06,702963,Customer_702963,DELIVERY_PARTNER,CALL_CENTER,North,Rajasthan,Jaipur,127704,Truffles,Burgers,685.71,68.57,617.14,ml,Restaurant requested more clarity on offer terms. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Neutral,IN_PROGRESS,@swiggy_media_stage/calls/call_8757.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108757.pdf
8758,TKT-20248758,ORD-2024108758,2024-08-27,462834,Customer_462834,DELIVERY_PARTNER,EMAIL,West,Gujarat,Ahmedabad,765730,Tandoori Flames,Mughlai,901.03,45.05,855.98,hi,Delivery partner was rude and did not follow instructions. Customer reported app crash during payment or tracking.,,1,App Crash,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108758.pdf
8759,TKT-20248759,ORD-2024108759,2024-12-26,813749,Customer_813749,DELIVERY_PARTNER,TWITTER,South,Karnataka,Bengaluru,974532,China Bowl,Chinese,321.72,0.0,321.72,ml,Delivery partner was polite and followed instructions perfectly. Customer mentioned the order took more than 50 minutes to arrive.,"Loved the quick delivery and polite partner, thanks @swiggy_in",1,Late Delivery,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108759.pdf
8760,TKT-20248760,ORD-2024108760,2024-03-14,750074,Customer_750074,RESTAURANT,CALL_CENTER,West,Maharashtra,Mumbai,889739,Idli Express,South Indian,162.2,24.33,137.87,ta,Refund is taking too long to process after cancellation. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Negative,IN_PROGRESS,@swiggy_media_stage/calls/call_8760.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108760.pdf
8761,TKT-20248761,ORD-2024108761,2024-01-21,960365,Customer_960365,RESTAURANT,CALL_CENTER,West,Maharashtra,Mumbai,766191,China Bowl,Chinese,329.95,65.99,263.96,en,"Food was hot and on time, very happy with the service.",,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_8761.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108761.pdf
8762,TKT-20248762,ORD-2024108762,2024-02-19,799405,Customer_799405,DELIVERY_PARTNER,APP,South,Tamil Nadu,Chennai,499051,Pizza Palace,Pizza,843.09,42.15,800.94,te,Restaurant maintained good hygiene and quality. Customer reported app crash during payment or tracking.,,1,App Crash,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108762.pdf
8763,TKT-20248763,ORD-2024108763,2024-08-29,313001,Customer_313001,RESTAURANT,CALL_CENTER,South,Karnataka,Bengaluru,652091,Truffles,Burgers,285.25,14.26,270.99,hi,Order arrived very late and the food was cold.,,0,General Feedback,Negative,RESOLVED,@swiggy_media_stage/calls/call_8763.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108763.pdf
8764,TKT-20248764,ORD-2024108764,2024-06-27,572358,Customer_572358,DELIVERY_PARTNER,APP,East,West Bengal,Kolkata,568359,Meghna Foods,Biryani,330.33,66.07,264.26,hi,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108764.pdf
8765,TKT-20248765,ORD-2024108765,2024-05-15,196815,Customer_196815,CONSUMER,WHATSAPP,South,Tamil Nadu,Chennai,171235,Pizza Palace,Pizza,374.99,37.5,337.49,hi,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108765.pdf
8766,TKT-20248766,ORD-2024108766,2024-12-06,219443,Customer_219443,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Mumbai,758028,China Bowl,Chinese,130.42,26.08,104.34,ta,Customer enquired about delivery to a new location pin code.,,0,General Feedback,Neutral,ESCALATED,@swiggy_media_stage/calls/call_8766.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108766.pdf
8767,TKT-20248767,ORD-2024108767,2024-12-20,220117,Customer_220117,CONSUMER,TWITTER,North,Rajasthan,Jaipur,906838,Truffles,Burgers,127.67,25.53,102.14,ta,"Loved the taste and packaging, will definitely reorder. Food temperature was low and not enjoyable on arrival.","Swiggy delivery on point today, hot biryani right on time 🔥",1,Cold Food,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108767.pdf
8768,TKT-20248768,ORD-2024108768,2024-10-13,274427,Customer_274427,CONSUMER,EMAIL,North,Uttar Pradesh,Lucknow,593179,Biryani House,Biryani,219.75,0.0,219.75,ta,Customer asked about packaging options for long-distance delivery. Customer reported app crash during payment or tracking.,,1,App Crash,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108768.pdf
8769,TKT-20248769,ORD-2024108769,2024-04-18,570704,Customer_570704,CONSUMER,APP,North,Rajasthan,Jaipur,277112,Biryani House,Biryani,152.13,7.61,144.52,te,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108769.pdf
8770,TKT-20248770,ORD-2024108770,2024-03-02,987637,Customer_987637,CONSUMER,APP,West,Gujarat,Ahmedabad,937171,China Bowl,Chinese,228.49,22.85,205.64,hi,Seamless app experience and quick delivery.,,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108770.pdf
8771,TKT-20248771,ORD-2024108771,2024-10-24,640006,Customer_640006,RESTAURANT,TWITTER,West,Maharashtra,Pune,270228,Bombay Chaats,Street Food,279.12,13.96,265.16,bn,"Loved the taste and packaging, will definitely reorder.","Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108771.pdf
8772,TKT-20248772,ORD-2024108772,2024-01-29,266050,Customer_266050,DELIVERY_PARTNER,CALL_CENTER,North,Delhi,New Delhi,182345,Pizza Palace,Pizza,214.47,0.0,214.47,ta,"Loved the taste and packaging, will definitely reorder. Customer shared overall experience and suggestions.",,1,General Feedback,Positive,RESOLVED,@swiggy_media_stage/calls/call_8772.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108772.pdf
8773,TKT-20248773,ORD-2024108773,2024-09-11,191576,Customer_191576,DELIVERY_PARTNER,TWITTER,South,Karnataka,Bengaluru,963935,China Bowl,Chinese,277.11,27.71,249.4,te,Seamless app experience and quick delivery.,"Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108773.pdf
8774,TKT-20248774,ORD-2024108774,2024-06-16,793904,Customer_793904,RESTAURANT,TWITTER,South,Karnataka,Bengaluru,648967,Meghna Foods,Biryani,454.15,90.83,363.32,hi,Delivery partner was rude and did not follow instructions. Customer reported unprofessional behaviour from the delivery partner.,"Refund still pending after cancellation, please check!",1,Rude Partner,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108774.pdf
8775,TKT-20248775,ORD-2024108775,2024-10-30,614725,Customer_614725,CONSUMER,TWITTER,West,Maharashtra,Mumbai,242557,Truffles,Burgers,758.91,75.89,683.02,bn,"Food was hot and on time, very happy with the service.","Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108775.pdf
8776,TKT-20248776,ORD-2024108776,2024-04-25,389352,Customer_389352,CONSUMER,EMAIL,North,Delhi,New Delhi,567359,Healthy Greens,Salads,203.89,0.0,203.89,bn,Restaurant requested more clarity on offer terms. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108776.pdf
8777,TKT-20248777,ORD-2024108777,2024-06-22,183409,Customer_183409,RESTAURANT,TWITTER,South,Karnataka,Bengaluru,698772,China Bowl,Chinese,531.32,79.7,451.62,bn,Delivery partner was polite and followed instructions perfectly.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108777.pdf
8778,TKT-20248778,ORD-2024108778,2024-10-23,254622,Customer_254622,DELIVERY_PARTNER,TWITTER,East,West Bengal,Kolkata,586857,Truffles,Burgers,447.2,67.08,380.12,bn,Delivery partner was polite and followed instructions perfectly.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108778.pdf
8779,TKT-20248779,ORD-2024108779,2024-10-08,208894,Customer_208894,CONSUMER,APP,North,Uttar Pradesh,Lucknow,205191,Healthy Greens,Salads,341.04,17.05,323.99,en,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108779.pdf
8780,TKT-20248780,ORD-2024108780,2024-01-25,159646,Customer_159646,RESTAURANT,TWITTER,South,Karnataka,Bengaluru,588172,Idli Express,South Indian,167.13,25.07,142.06,ml,Restaurant maintained good hygiene and quality. Customer reported app crash during payment or tracking.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,App Crash,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108780.pdf
8781,TKT-20248781,ORD-2024108781,2024-03-23,546364,Customer_546364,CONSUMER,TWITTER,South,Tamil Nadu,Chennai,346170,Pizza Palace,Pizza,664.31,66.43,597.88,bn,Seamless app experience and quick delivery. Packaging and restaurant cleanliness were questioned.,"Loved the quick delivery and polite partner, thanks @swiggy_in",1,Hygiene Issue,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108781.pdf
8782,TKT-20248782,ORD-2024108782,2024-11-07,567020,Customer_567020,DELIVERY_PARTNER,TWITTER,East,West Bengal,Kolkata,313638,Empire Restaurant,North Indian,186.8,18.68,168.12,en,Delivery partner was polite and followed instructions perfectly. One or more dishes did not match the original order.,"Loved the quick delivery and polite partner, thanks @swiggy_in",1,Wrong Item,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108782.pdf
8783,TKT-20248783,ORD-2024108783,2024-05-23,997288,Customer_997288,CONSUMER,EMAIL,South,Karnataka,Bengaluru,761871,Healthy Greens,Salads,182.17,9.11,173.06,en,Restaurant maintained good hygiene and quality. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108783.pdf
8784,TKT-20248784,ORD-2024108784,2024-07-10,109185,Customer_109185,CONSUMER,WHATSAPP,West,Gujarat,Ahmedabad,365117,Idli Express,South Indian,275.81,0.0,275.81,te,Felt the restaurant hygiene was not up to the mark. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108784.pdf
8785,TKT-20248785,ORD-2024108785,2024-06-04,819767,Customer_819767,CONSUMER,APP,West,Maharashtra,Mumbai,733194,Bombay Chaats,Street Food,490.56,98.11,392.45,ml,Refund is taking too long to process after cancellation.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108785.pdf
8786,TKT-20248786,ORD-2024108786,2024-05-21,137346,Customer_137346,CONSUMER,EMAIL,South,Tamil Nadu,Chennai,824453,Tandoori Flames,Mughlai,646.67,0.0,646.67,te,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108786.pdf
8787,TKT-20248787,ORD-2024108787,2024-02-09,876794,Customer_876794,DELIVERY_PARTNER,APP,East,West Bengal,Kolkata,474244,Meghna Foods,Biryani,278.76,27.88,250.88,ta,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108787.pdf
8788,TKT-20248788,ORD-2024108788,2024-09-03,114606,Customer_114606,DELIVERY_PARTNER,CALL_CENTER,North,Delhi,New Delhi,967935,Empire Restaurant,North Indian,918.61,137.79,780.82,bn,Delivery partner was polite and followed instructions perfectly. Customer shared overall experience and suggestions.,,1,General Feedback,Positive,RESOLVED,@swiggy_media_stage/calls/call_8788.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108788.pdf
8789,TKT-20248789,ORD-2024108789,2024-04-22,161748,Customer_161748,CONSUMER,CALL_CENTER,North,Uttar Pradesh,Lucknow,384176,Meghna Foods,Biryani,309.42,0.0,309.42,ta,Restaurant requested more clarity on offer terms.,,0,General Feedback,Neutral,ESCALATED,@swiggy_media_stage/calls/call_8789.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108789.pdf
8790,TKT-20248790,ORD-2024108790,2024-04-14,193983,Customer_193983,RESTAURANT,EMAIL,South,Tamil Nadu,Chennai,377520,Truffles,Burgers,487.55,48.76,438.79,te,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108790.pdf
8791,TKT-20248791,ORD-2024108791,2024-03-04,498595,Customer_498595,RESTAURANT,EMAIL,West,Maharashtra,Mumbai,338645,China Bowl,Chinese,220.32,0.0,220.32,ta,"Loved the taste and packaging, will definitely reorder. Packaging and restaurant cleanliness were questioned.",,1,Hygiene Issue,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108791.pdf
8792,TKT-20248792,ORD-2024108792,2024-12-19,392946,Customer_392946,DELIVERY_PARTNER,APP,East,West Bengal,Kolkata,927358,Pizza Palace,Pizza,440.91,22.05,418.86,te,Order arrived very late and the food was cold.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108792.pdf
8793,TKT-20248793,ORD-2024108793,2024-02-29,703862,Customer_703862,CONSUMER,CALL_CENTER,North,Delhi,New Delhi,476831,Bombay Chaats,Street Food,442.47,44.25,398.22,bn,Delivery partner was rude and did not follow instructions. Customer reported app crash during payment or tracking.,,1,App Crash,Negative,RESOLVED,@swiggy_media_stage/calls/call_8793.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108793.pdf
8794,TKT-20248794,ORD-2024108794,2024-01-07,200507,Customer_200507,RESTAURANT,CALL_CENTER,South,Tamil Nadu,Chennai,524896,Pizza Palace,Pizza,565.49,56.55,508.94,ta,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_8794.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108794.pdf
8795,TKT-20248795,ORD-2024108795,2024-07-31,514103,Customer_514103,RESTAURANT,EMAIL,West,Gujarat,Ahmedabad,355077,Truffles,Burgers,245.12,49.02,196.1,te,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108795.pdf
8796,TKT-20248796,ORD-2024108796,2024-11-05,309106,Customer_309106,DELIVERY_PARTNER,WHATSAPP,South,Tamil Nadu,Chennai,840385,China Bowl,Chinese,181.33,0.0,181.33,te,Seamless app experience and quick delivery.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108796.pdf
8797,TKT-20248797,ORD-2024108797,2024-12-21,682306,Customer_682306,CONSUMER,CALL_CENTER,West,Maharashtra,Pune,900801,Bombay Chaats,Street Food,695.42,104.31,591.11,hi,Seamless app experience and quick delivery. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Positive,RESOLVED,@swiggy_media_stage/calls/call_8797.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108797.pdf
8798,TKT-20248798,ORD-2024108798,2024-12-01,565624,Customer_565624,RESTAURANT,WHATSAPP,West,Maharashtra,Mumbai,745139,Meghna Foods,Biryani,425.46,85.09,340.37,te,Felt the restaurant hygiene was not up to the mark. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108798.pdf
8799,TKT-20248799,ORD-2024108799,2024-10-09,140808,Customer_140808,CONSUMER,EMAIL,South,Karnataka,Bengaluru,322507,Empire Restaurant,North Indian,139.47,27.89,111.58,te,Restaurant maintained good hygiene and quality. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108799.pdf
8800,TKT-20248800,ORD-2024108800,2024-08-01,201854,Customer_201854,RESTAURANT,CALL_CENTER,West,Gujarat,Ahmedabad,686515,Truffles,Burgers,345.78,69.16,276.62,en,Refund is taking too long to process after cancellation.,,0,General Feedback,Negative,ESCALATED,@swiggy_media_stage/calls/call_8800.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108800.pdf
8801,TKT-20248801,ORD-2024108801,2024-03-31,127600,Customer_127600,RESTAURANT,APP,West,Maharashtra,Mumbai,667866,Tandoori Flames,Mughlai,169.55,33.91,135.64,en,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108801.pdf
8802,TKT-20248802,ORD-2024108802,2024-12-10,495690,Customer_495690,RESTAURANT,EMAIL,North,Delhi,New Delhi,210223,Truffles,Burgers,260.51,39.08,221.43,ta,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108802.pdf
8803,TKT-20248803,ORD-2024108803,2024-01-13,902394,Customer_902394,RESTAURANT,EMAIL,North,Rajasthan,Jaipur,551664,Healthy Greens,Salads,733.26,73.33,659.93,ta,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108803.pdf
8804,TKT-20248804,ORD-2024108804,2024-02-09,774879,Customer_774879,CONSUMER,EMAIL,West,Maharashtra,Mumbai,432597,Pizza Palace,Pizza,353.29,0.0,353.29,hi,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108804.pdf
8805,TKT-20248805,ORD-2024108805,2024-08-08,420144,Customer_420144,CONSUMER,APP,East,West Bengal,Kolkata,602630,Pizza Palace,Pizza,298.64,14.93,283.71,te,Felt the restaurant hygiene was not up to the mark. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108805.pdf
8806,TKT-20248806,ORD-2024108806,2024-10-02,889796,Customer_889796,DELIVERY_PARTNER,CALL_CENTER,South,Karnataka,Bengaluru,901247,Truffles,Burgers,133.02,6.65,126.37,hi,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_8806.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108806.pdf
8807,TKT-20248807,ORD-2024108807,2024-06-30,108937,Customer_108937,RESTAURANT,APP,South,Karnataka,Bengaluru,396660,Meghna Foods,Biryani,397.58,0.0,397.58,te,"Order delivered, customer had a few clarifying questions. Customer reported unprofessional behaviour from the delivery partner.",,1,Rude Partner,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108807.pdf
8808,TKT-20248808,ORD-2024108808,2024-08-04,522277,Customer_522277,RESTAURANT,EMAIL,North,Rajasthan,Jaipur,236914,Biryani House,Biryani,440.04,0.0,440.04,ta,Restaurant maintained good hygiene and quality. Customer shared overall experience and suggestions.,,1,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108808.pdf
8809,TKT-20248809,ORD-2024108809,2024-04-20,369231,Customer_369231,DELIVERY_PARTNER,CALL_CENTER,North,Rajasthan,Jaipur,916947,Healthy Greens,Salads,138.7,6.93,131.77,ta,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,OPEN,@swiggy_media_stage/calls/call_8809.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108809.pdf
8810,TKT-20248810,ORD-2024108810,2024-04-10,570385,Customer_570385,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Mumbai,882283,Tandoori Flames,Mughlai,171.47,34.29,137.18,bn,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,@swiggy_media_stage/calls/call_8810.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108810.pdf
8811,TKT-20248811,ORD-2024108811,2024-01-15,435449,Customer_435449,DELIVERY_PARTNER,EMAIL,South,Telangana,Hyderabad,580738,Meghna Foods,Biryani,875.28,87.53,787.75,bn,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024108811.pdf
8812,TKT-20248812,ORD-2024108812,2024-10-03,502889,Customer_502889,RESTAURANT,CALL_CENTER,North,Rajasthan,Jaipur,354522,Tandoori Flames,Mughlai,732.04,73.2,658.84,bn,"Food was hot and on time, very happy with the service.",,0,General Feedback,Positive,OPEN,@swiggy_media_stage/calls/call_8812.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108812.pdf
8813,TKT-20248813,ORD-2024108813,2024-06-07,698916,Customer_698916,CONSUMER,CALL_CENTER,North,Delhi,New Delhi,883353,Biryani House,Biryani,262.92,52.58,210.34,ml,Seamless app experience and quick delivery.,,0,General Feedback,Positive,OPEN,@swiggy_media_stage/calls/call_8813.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108813.pdf
8814,TKT-20248814,ORD-2024108814,2024-04-27,665946,Customer_665946,RESTAURANT,CALL_CENTER,North,Rajasthan,Jaipur,321455,Truffles,Burgers,284.23,14.21,270.02,ml,"Received wrong items in the order, very disappointed. Customer mentioned the order took more than 50 minutes to arrive.",,1,Late Delivery,Negative,OPEN,@swiggy_media_stage/calls/call_8814.wav,@swiggy_media_stage/invoices/invoice_ORD-2024108814.pdf
8815,TKT-20248815,ORD-2024108815,2024-03-06,297886,Customer_297886,DELIVERY_PARTNER,WHATSAPP,North,Rajasthan,Jaipur,382235,Truffles,Burgers,522.52,26.13,496.39,ml,"Food was hot and on time, very happy with the service. Packaging and restaurant cleanliness were questioned.",,1,Hygiene Issue,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108815.pdf
8816,TKT-20248816,ORD-2024108816,2024-07-23,247182,Customer_247182,CONSUMER,WHATSAPP,South,Tamil Nadu,Chennai,189268,China Bowl,Chinese,279.09,41.86,237.23,hi,Refund is taking too long to process after cancellation.,,0,General Feedback,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024108816.pdf
8817,TKT-20248817,ORD-2024108817,2024-02-03,939328,Customer_939328,DELIVERY_PARTNER,TWITTER,East,West Bengal,Kolkata,208647,China Bowl,Chinese,260.68,0.0,260.68,ml,Order arrived very late and the food was cold.,"Order came cold and super late, not cool @swiggy_in",0,General Feedback,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024108817.pdf
8818,TKT-20248818,ORD-2024108818,2024-12-05,746893,Customer_746893,DELIVERY_PARTNER,WHATSAPP,West,Gujarat,Ahmedabad,415872,Tandoori Flames,Mughlai,127.61,12.76,114.85,hi,Restaurant maintained good hygiene and quality. Customer reported app crash during payment or tracking.,,1,App Crash,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108818.pdf
8819,TKT-20248819,ORD-2024108819,2024-06-07,983950,Customer_983950,DELIVERY_PARTNER,TWITTER,South,Karnataka,Bengaluru,156243,Biryani House,Biryani,244.13,0.0,244.13,ml,Restaurant maintained good hygiene and quality. One or more dishes did not match the original order.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,Wrong Item,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024108819.pdf
